Customer|Customer Name|Customer Currency Code|Currency|Transaction Type|Apply to Invoice|Invoice|Amount|Original Amount|Due/Payment Date|Exchange Rate|Invoice Date|Credit Hold|City|Contact|Credit Limit|Terms|Terms Code Description|Prov/State|Phone|Type|Salesperson|Name|Phone[1]
AR-P058|PEMBINAAN BINTANG BARU SDN BHD|MYR|MYR|I|1004840|1004840|10607.38000000|10607.38000000|31-01-21|1|27-11-20||||10000000.00000000|0|CASH||||Mei||03-6275 6555*
AR-P086|PERMAI IHSAN SDN BHD|MYR|MYR|I|1005169|1005169|106245.00000000|106245.00000000|28-02-21|1|18-12-20||||800000.00000000|60|60 Days||||BILL||03-6272 0599
AR-X004|XING YANG CONSTRUCTION (M) SDN BHD|MYR|MYR|D|0|DN20148|10628.15000000|10628.15000000|30-11-20|1|30-11-20||||1000000.00000000|60|60 Days||||Kok Wai||03-2710 4177
AR-D011|DYNABRIDGE S/B|MYR|MYR|I|1005317|1005317|10640.00000000|10640.00000000|28-02-21|1|28-12-20||||3000000.00000000|60|60 Days||||Ken||03-9130 9886
AR-D011|DYNABRIDGE S/B|MYR|MYR|I|1005383|1005383|10640.00000000|10640.00000000|31-03-21|1|05-01-21||||3000000.00000000|60|60 Days||||Ken||03-9130 9886
AR-L018|LEBROTHERS CONSTRUCTION S/B|MYR|MYR|I|1004789|1004789|106493.40000000|106493.40000000|31-01-21|1|26-11-20||||8000000.00000000|60|60 Days||||Eeyan||03-8926 6098
AR-S063|S.P. MEGA SDN BHD|MYR|MYR|I|1005608|1005608|1065.00000000|1065.00000000|30-04-21|1|19-01-21||||1500000.00000000|90|90 Days||||Kok Wai||04-356 2336
AR-B004|BIAXIS (M) SDN BHD|MYR|MYR|I|  88813|  88813|106685.58000000|106685.58000000|30-10-18|1|14-08-18|*CREDIT HOLD*|||1000000.00000000|60|60 Days||||Mei||03-8024 0405
AR-E020|EK BUILD SDN BHD|MYR|MYR|D|0|DN20152|10681.08000000|10681.08000000|30-11-20|1|30-11-20|*CREDIT HOLD*|||1000000.00000000|60|60 Days||||Mei||03-6274 0027
AR-M127|MERCU MAJUNIAGA SDN BHD|MYR|MYR|I|1003255|1003255|106874.88000000|106874.88000000|30-12-20|1|10-09-20||||2000000.00000000|90|90 Days||||Eeyan||05-241 1373
AR-H057|HUASHI (MALAYSIA) SDN BHD|MYR|MYR|I|  97353|  97353|106943.50000000|106943.50000000|29-02-20|1|28-11-19|*CREDIT HOLD*|||8000000.00000000|90|90 Days||||Mei||03-9174 5568
AR-B082|BIAXIS GEOTECHNIQUE SDN BHD|MYR|MYR|I|  87116|  87116|106989.00000000|106989.00000000|30-08-18|1|09-06-18|*CREDIT HOLD*|||0.00000000|60|60 Days||||||03-8024 0405
AR-G004|GEOPANCAR S/B|MYR|MYR|I|1004022|1004022|107041.28000000|107041.28000000|30-12-20|1|19-10-20||||10000000.00000000|60|60 Days||||Mei||03-2287 3393
AR-X004|XING YANG CONSTRUCTION (M) SDN BHD|MYR|MYR|D|0|DN20169|10705.75000000|10705.75000000|31-12-20|1|31-12-20||||1000000.00000000|60|60 Days||||Kok Wai||03-2710 4177
AR-N033|NESTCON BUILDERS SDN BHD|MYR|MYR|I|1005283|1005283|107070.64000000|107070.64000000|28-02-21|1|28-12-20||||3000000.00000000|60|60 Days||||Kok Wai||03-8080 7792
AR-P058|PEMBINAAN BINTANG BARU SDN BHD|MYR|MYR|I|1003097|1003097|10716.95000000|10716.95000000|30-11-20|1|03-09-20||||10000000.00000000|0|CASH||||Mei||03-6275 6555*
AR-P058|PEMBINAAN BINTANG BARU SDN BHD|MYR|MYR|I|1003239|1003239|10716.95000000|10716.95000000|30-11-20|1|09-09-20||||10000000.00000000|0|CASH||||Mei||03-6275 6555*
AR-P058|PEMBINAAN BINTANG BARU SDN BHD|MYR|MYR|I|1003431|1003431|10716.95000000|10716.95000000|30-11-20|1|18-09-20||||10000000.00000000|0|CASH||||Mei||03-6275 6555*
AR-E009|ECONPILE (M) S/B|MYR|MYR|I|1005092|1005092|107272.00000000|107272.00000000|28-02-21|1|16-12-20||||8000000.00000000|60|60 Days||||Mei||03-9171 9999
AR-G004|GEOPANCAR S/B|MYR|MYR|I|1004336|1004336|107335.68000000|107335.68000000|31-01-21|1|04-11-20||||10000000.00000000|60|60 Days||||Mei||03-2287 3393
AR-N033|NESTCON BUILDERS SDN BHD|MYR|MYR|I|1005121|1005121|107351.20000000|107351.20000000|28-02-21|1|17-12-20||||3000000.00000000|60|60 Days||||Kok Wai||03-8080 7792
AR-G003|GEOHAN S/B|MYR|MYR|I|1003964|1003964|107352.00000000|107352.00000000|30-12-20|1|15-10-20||||5000000.00000000|60|60 Days||||Kok Wai||03-7727 3608
AR-L018|LEBROTHERS CONSTRUCTION S/B|MYR|MYR|I|1004276|1004276|10745.37000000|10745.37000000|30-12-20|1|31-10-20||||8000000.00000000|60|60 Days||||Eeyan||03-8926 6098
AR-Z014|ZCON PRECAST INDUSTRIES SDN BHD|MYR|MYR|I|DN19069|DN19069|1075.79000000|1075.79000000|30-09-19|1|30-09-19|*CREDIT HOLD*|||0.00000000|30|30 Days||||||03-7972 6598
AR-Z014|ZCON PRECAST INDUSTRIES SDN BHD|MYR|MYR|I|DN19078|DN19078|1075.79000000|1075.79000000|31-10-19|1|31-10-19|*CREDIT HOLD*|||0.00000000|30|30 Days||||||03-7972 6598
AR-Z014|ZCON PRECAST INDUSTRIES SDN BHD|MYR|MYR|I|DN19087|DN19087|1075.79000000|1075.79000000|30-11-19|1|30-11-19|*CREDIT HOLD*|||0.00000000|30|30 Days||||||03-7972 6598
AR-Z014|ZCON PRECAST INDUSTRIES SDN BHD|MYR|MYR|I|DN19096|DN19096|1075.79000000|1075.79000000|31-12-19|1|31-12-19|*CREDIT HOLD*|||0.00000000|30|30 Days||||||03-7972 6598
AR-H057|HUASHI (MALAYSIA) SDN BHD|MYR|MYR|I|1001059|1001059|107533.44000000|107533.44000000|29-06-20|1|09-03-20|*CREDIT HOLD*|||8000000.00000000|90|90 Days||||Mei||03-9174 5568
AR-G063|G N P CONSTRUCTION SDN BHD|MYR|MYR|I|DN19020|DN19020|2690.53000000|10762.11000000|30-04-19|1|30-04-19|*CREDIT HOLD*|||1000000.00000000|60|60 Days||||||09-748 7810
AR-A068|ALPHAXIUS CONSTRUCTION SDN BHD|MYR|MYR|I|1005354|1005354|10773.00000000|10773.00000000|31-03-21|1|04-01-21||||300000.00000000|45|45 Days||||Eeyan||03-6280 3632
AR-G004|GEOPANCAR S/B|MYR|MYR|I|1004341|1004341|107800.32000000|107800.32000000|31-01-21|1|04-11-20||||10000000.00000000|60|60 Days||||Mei||03-2287 3393
AR-W003|WAIKO ENGINEERING WORKS S/B|MYR|MYR|I|1005555|1005555|10784.00000000|10784.00000000|31-03-21|1|16-01-21||||500000.00000000|0|CASH||||||05-365 2989
AR-C132|CSII DEVELOPMENT (MALAYSIA) SDN BHD|MYR|MYR|I|1004669|1004669|107856.00000000|107856.00000000|21-11-20|1|21-11-20||||2000000.00000000|0|CASH||||Mei||03-9174 5568
AR-C132|CSII DEVELOPMENT (MALAYSIA) SDN BHD|MYR|MYR|I|1004713|1004713|107856.00000000|107856.00000000|23-11-20|1|23-11-20||||2000000.00000000|0|CASH||||Mei||03-9174 5568
AR-M114|MGB CONSTRUCTION & ENGINEERING SDN BHD|MYR|MYR|I|1005527|1005527|107905.61000000|107905.61000000|30-04-21|1|14-01-21||||2000000.00000000|60|60 Days||||BILL||03-7874 5888
AR-M132|MGB SANY (M) IBS SDN BHD|MYR|MYR|I|1003054|1003054|107966.60000000|107966.60000000|30-11-20|1|01-09-20||||2000000.00000000|60|60 Days||||BILL||06-797 1855
AR-H057|HUASHI (MALAYSIA) SDN BHD|MYR|MYR|I|1000502|1000502|108132.60000000|108132.60000000|30-05-20|1|10-02-20|*CREDIT HOLD*|||8000000.00000000|90|90 Days||||Mei||03-9174 5568
AR-G003|GEOHAN S/B|MYR|MYR|I|1003865|1003865|108204.00000000|108204.00000000|30-12-20|1|10-10-20||||5000000.00000000|60|60 Days||||Kok Wai||03-7727 3608
AR-E009|ECONPILE (M) S/B|MYR|MYR|I|1004714|1004714|108295.50000000|108295.50000000|31-01-21|1|23-11-20||||8000000.00000000|60|60 Days||||Mei||03-9171 9999
AR-B004|BIAXIS (M) SDN BHD|MYR|MYR|I|  86832|  86832|108301.69000000|108301.69000000|30-07-18|1|19-05-18|*CREDIT HOLD*|||1000000.00000000|60|60 Days||||Mei||03-8024 0405
AR-L018|LEBROTHERS CONSTRUCTION S/B|MYR|MYR|I|1003717|1003717|10833.50000000|10833.50000000|30-12-20|1|03-10-20||||8000000.00000000|60|60 Days||||Eeyan||03-8926 6098
AR-M132|MGB SANY (M) IBS SDN BHD|MYR|MYR|I|1003076|1003076|108456.80000000|108456.80000000|30-11-20|1|02-09-20||||2000000.00000000|60|60 Days||||BILL||06-797 1855
AR-A010|ALPACE ENGINEERING S/B|MYR|MYR|I|1003730|1003730|10858.00000000|10858.00000000|30-12-20|1|05-10-20||||2000000.00000000|60|60 Days||||Mei||03-5882 5389
AR-A010|ALPACE ENGINEERING S/B|MYR|MYR|I|1004025|1004025|10858.00000000|10858.00000000|30-12-20|1|20-10-20||||2000000.00000000|60|60 Days||||Mei||03-5882 5389
AR-M093|MCC OVERSEAS (M) SDN BHD|MYR|MYR|I|  97727|  97727|10896.00000000|10896.00000000|01-03-20|1|24-12-19|*CREDIT HOLD*|||800000.00000000|60|60 Days||||Mei||03-4065 0111
AR-A052|SS BASE CONTRACTORS SDN BHD|MYR|MYR|I|  89614|  89614|10900.00000000|10900.00000000|31-10-18|1|20-09-18|*CREDIT HOLD*|||500000.00000000|0|CASH||||||03-7782 1050
AR-M114|MGB CONSTRUCTION & ENGINEERING SDN BHD|MYR|MYR|I|1003685|1003685|109002.56000000|109002.56000000|30-12-20|1|02-10-20||||2000000.00000000|60|60 Days||||BILL||03-7874 5888
AR-F001|FNA BUILDERS & SERVICES S/B|MYR|MYR|I|DN19091|DN19091|10913.10000000|10913.10000000|01-03-20|1|31-12-19|*CREDIT HOLD*|||1000000.00000000|60|60 Days||||||03-4142 4243
AR-E016|EUROMATEC SDN BHD|MYR|MYR|I|1005498|1005498|1092.96000000|1092.96000000|31-03-21|1|12-01-21||||600000.00000000|60|60 Days||||Eeyan||03-8322 7299
AR-A010|ALPACE ENGINEERING S/B|MYR|MYR|I|1003440|1003440|10920.00000000|10920.00000000|30-11-20|1|21-09-20||||2000000.00000000|60|60 Days||||Mei||03-5882 5389
AR-L018|LEBROTHERS CONSTRUCTION S/B|MYR|MYR|I|1005036|1005036|10941.18000000|10941.18000000|28-02-21|1|12-12-20||||8000000.00000000|60|60 Days||||Eeyan||03-8926 6098
AR-P058|PEMBINAAN BINTANG BARU SDN BHD|MYR|MYR|I|1004231|1004231|10943.10000000|10943.10000000|30-12-20|1|30-10-20||||10000000.00000000|0|CASH||||Mei||03-6275 6555*
AR-G063|G N P CONSTRUCTION SDN BHD|MYR|MYR|P|DN19013|DN19013|0.00000000|-10946.76000000|20-10-20|1|20-10-20|*CREDIT HOLD*|||1000000.00000000|60|60 Days||||||09-748 7810
AR-C131|CRSM CONSTRUCTION (M) SDN BHD|MYR|MYR|I|1003771|1003771|10947.40000000|10947.40000000|30-11-20|1|05-10-20||||1000000.00000000|30|30 Days||||Kok Wai||03-4266 0761
AR-C131|CRSM CONSTRUCTION (M) SDN BHD|MYR|MYR|I|1003916|1003916|10947.40000000|10947.40000000|30-11-20|1|12-10-20||||1000000.00000000|30|30 Days||||Kok Wai||03-4266 0761
AR-C131|CRSM CONSTRUCTION (M) SDN BHD|MYR|MYR|I|1004039|1004039|10947.40000000|10947.40000000|30-11-20|1|19-10-20||||1000000.00000000|30|30 Days||||Kok Wai||03-4266 0761
AR-C131|CRSM CONSTRUCTION (M) SDN BHD|MYR|MYR|I|1004212|1004212|10947.40000000|10947.40000000|30-11-20|1|26-10-20||||1000000.00000000|30|30 Days||||Kok Wai||03-4266 0761
AR-C131|CRSM CONSTRUCTION (M) SDN BHD|MYR|MYR|I|1004290|1004290|10947.40000000|10947.40000000|31-12-20|1|02-11-20||||1000000.00000000|30|30 Days||||Kok Wai||03-4266 0761
AR-C131|CRSM CONSTRUCTION (M) SDN BHD|MYR|MYR|I|1004434|1004434|10947.40000000|10947.40000000|31-12-20|1|07-11-20||||1000000.00000000|30|30 Days||||Kok Wai||03-4266 0761
AR-C131|CRSM CONSTRUCTION (M) SDN BHD|MYR|MYR|I|1004692|1004692|10947.40000000|10947.40000000|31-12-20|1|21-11-20||||1000000.00000000|30|30 Days||||Kok Wai||03-4266 0761
AR-C102|CTSM TRADING SDN BHD|MYR|MYR|I|1003948|1003948|10952.00000000|10952.00000000|30-12-20|1|15-10-20||||500000.00000000|60|60 Days||||Eeyan||03-8063 5191
AR-V009|VST CEMERLANG SDN BHD|MYR|MYR|I|1005476|1005476|109530.90000000|109530.90000000|31-03-21|1|11-01-21||||1000000.00000000|60|60 Days||||Kok Wai||04-226 4087
AR-X004|XING YANG CONSTRUCTION (M) SDN BHD|MYR|MYR|I|1000648|1000648|109631.80000000|109631.80000000|30-04-20|1|14-02-20||||1000000.00000000|60|60 Days||||Kok Wai||03-2710 4177
AR-P058|PEMBINAAN BINTANG BARU SDN BHD|MYR|MYR|I|1004427|1004427|109822.50000000|109822.50000000|07-11-20|1|07-11-20||||10000000.00000000|0|CASH||||Mei||03-6275 6555*
AR-A103|ALPHAZEN CONTRACT SDN BHD|MYR|MYR|I|1005403|1005403|10986.30000000|10986.30000000|30-04-21|1|07-01-21||||1500000.00000000|90|90 Days||||Kok Wai||03-8993 9988
AR-F001|FNA BUILDERS & SERVICES S/B|MYR|MYR|I|  93005|  93005|109941.90000000|109941.90000000|30-05-19|1|06-03-19|*CREDIT HOLD*|||1000000.00000000|60|60 Days||||||03-4142 4243
AR-F001|FNA BUILDERS & SERVICES S/B|MYR|MYR|I|  93729|  93729|109992.25000000|109992.25000000|30-06-19|1|11-04-19|*CREDIT HOLD*|||1000000.00000000|60|60 Days||||||03-4142 4243
AR-B036|BRUNSFIELD TRADING SDN BERHAD|MYR|MYR|I|1004233|1004233|1100.00000000|1100.00000000|29-01-21|1|28-10-20||||5000000.00000000|90|90 Days||||Mei||03-7726 9898
AR-N004|NATIONWIDE TIARA (M) SDN BHD|MYR|MYR|I|1004380|1004380|1100.00000000|1100.00000000|31-01-21|1|05-11-20||||500000.00000000|60|60 Days||||Ken||03-4297 2966*
AR-G003|GEOHAN S/B|MYR|MYR|I|1003237|1003237|11000.00000000|11000.00000000|30-11-20|1|09-09-20||||5000000.00000000|60|60 Days||||Kok Wai||03-7727 3608
AR-G003|GEOHAN S/B|MYR|MYR|I|1002648|1002648|110001.40000000|110001.40000000|30-10-20|1|11-08-20||||5000000.00000000|60|60 Days||||Kok Wai||03-7727 3608
AR-C132|CSII DEVELOPMENT (MALAYSIA) SDN BHD|MYR|MYR|I|1004753|1004753|110013.12000000|110013.12000000|25-11-20|1|25-11-20||||2000000.00000000|0|CASH||||Mei||03-9174 5568
AR-P058|PEMBINAAN BINTANG BARU SDN BHD|MYR|MYR|I|1003691|1003691|11005.39000000|11005.39000000|30-12-20|1|02-10-20||||10000000.00000000|0|CASH||||Mei||03-6275 6555*
AR-G003|GEOHAN S/B|MYR|MYR|I|1003108|1003108|110091.60000000|110091.60000000|30-11-20|1|03-09-20||||5000000.00000000|60|60 Days||||Kok Wai||03-7727 3608
AR-V009|VST CEMERLANG SDN BHD|MYR|MYR|I|1005477|1005477|110121.55000000|110121.55000000|31-03-21|1|11-01-21||||1000000.00000000|60|60 Days||||Kok Wai||04-226 4087
AR-P058|PEMBINAAN BINTANG BARU SDN BHD|MYR|MYR|I|1005184|1005184|11014.61000000|11014.61000000|30-04-21|1|19-12-20||||10000000.00000000|0|CASH||||Mei||03-6275 6555*
AR-A010|ALPACE ENGINEERING S/B|MYR|MYR|I|1005579|1005579|11016.00000000|11016.00000000|31-03-21|1|16-01-21||||2000000.00000000|60|60 Days||||Mei||03-5882 5389
AR-B004|BIAXIS (M) SDN BHD|MYR|MYR|I|  89389|  89389|11016.00000000|11016.00000000|30-11-18|1|08-09-18|*CREDIT HOLD*|||1000000.00000000|60|60 Days||||Mei||03-8024 0405
AR-A077|ACCESS BENEFIT SDN BHD|MYR|MYR|I|1003012|1003012|110297.70000000|110297.70000000|30-10-20|1|27-08-20||||5000000.00000000|60|60 Days||||Kok Wai||03-7497 9011
AR-L018|LEBROTHERS CONSTRUCTION S/B|MYR|MYR|I|1004749|1004749|110362.11000000|110362.11000000|31-01-21|1|25-11-20||||8000000.00000000|60|60 Days||||Eeyan||03-8926 6098
AR-D011|DYNABRIDGE S/B|MYR|MYR|I|1005228|1005228|11040.00000000|11040.00000000|28-02-21|1|22-12-20||||3000000.00000000|60|60 Days||||Ken||03-9130 9886
AR-B004|BIAXIS (M) SDN BHD|MYR|MYR|I|  91832|  91832|11063.80000000|11063.80000000|30-03-19|1|04-01-19|*CREDIT HOLD*|||1000000.00000000|60|60 Days||||Mei||03-8024 0405
AR-V013|VESTLAND RESOURCES SDN BHD|MYR|MYR|I|1004344|1004344|110962.85000000|110962.85000000|28-02-21|1|04-11-20||||4000000.00000000|90|90 Days||||Mei||03-7662 1288
AR-A115|AIMA CONSTRUCTION SDN BHD|MYR|MYR|I|1004279|1004279|11098.97000000|11098.97000000|29-01-21|1|31-10-20||||1000000.00000000|30|30 Days||||Kok Wai||03-8068 4331
AR-P100|PC GEOTECHNIC SDN BHD|MYR|MYR|I|  97318|  97318|11100.00000000|11100.00000000|30-01-20|1|29-11-19||||650000.00000000|60|60 Days||||Mei||03-3323 7333
AR-P100|PC GEOTECHNIC SDN BHD|MYR|MYR|I|1002053|1002053|11100.00000000|11100.00000000|30-09-20|1|08-07-20||||650000.00000000|60|60 Days||||Mei||03-3323 7333
AR-B004|BIAXIS (M) SDN BHD|MYR|MYR|I|  89328|  89328|11110.00000000|11110.00000000|30-11-18|1|07-09-18|*CREDIT HOLD*|||1000000.00000000|60|60 Days||||Mei||03-8024 0405
AR-E003|EUROWIDE CONSTRUCTION S/B|MYR|MYR|I|1005171|1005171|111171.96000000|111171.96000000|28-02-21|1|18-12-20||||800000.00000000|60|60 Days||||Kok Wai||03-5519 8088*
AR-N033|NESTCON BUILDERS SDN BHD|MYR|MYR|I|1003814|1003814|111264.23000000|111264.23000000|30-12-20|1|08-10-20||||3000000.00000000|60|60 Days||||Kok Wai||03-8080 7792
AR-L018|LEBROTHERS CONSTRUCTION S/B|MYR|MYR|I|1003883|1003883|11141.09000000|11141.09000000|30-12-20|1|12-10-20||||8000000.00000000|60|60 Days||||Eeyan||03-8926 6098
AR-K072|KERJAYA PROSPEK (M) SDN BHD|MYR|MYR|I|1004552|1004552|11155.00000000|11155.00000000|31-01-21|1|13-11-20||||0.00000000|60|60 Days||||Kok Wai||03-6277 5192
AR-P058|PEMBINAAN BINTANG BARU SDN BHD|MYR|MYR|I|1003519|1003519|11157.68000000|11157.68000000|30-11-20|1|24-09-20||||10000000.00000000|0|CASH||||Mei||03-6275 6555*
AR-G063|G N P CONSTRUCTION SDN BHD|MYR|MYR|I|  91079|  91079|111639.50000000|111639.50000000|30-01-19|1|17-11-18|*CREDIT HOLD*|||1000000.00000000|60|60 Days||||||09-748 7810
AR-G064|G-CAST CONCRETE SDN BHD|MYR|MYR|I|1003846|1003846|111771.88000000|111771.88000000|29-01-21|1|09-10-20||||1000000.00000000|90|90 Days||||Kok Wai||03-7982 8168
AR-C115|CB INFRA SDN BHD|MYR|MYR|I|1004654|1004654|111786.36000000|111786.36000000|31-01-21|1|20-11-20||||0.00000000|60|60 Days||||BILL||03-51226977
AR-E009|ECONPILE (M) S/B|MYR|MYR|I|1004092|1004092|111814.40000000|111814.40000000|30-12-20|1|22-10-20||||8000000.00000000|60|60 Days||||Mei||03-9171 9999
AR-H057|HUASHI (MALAYSIA) SDN BHD|MYR|MYR|I|  97366|  97366|111944.05000000|111944.05000000|29-02-20|1|29-11-19|*CREDIT HOLD*|||8000000.00000000|90|90 Days||||Mei||03-9174 5568
AR-B036|BRUNSFIELD TRADING SDN BERHAD|MYR|MYR|I|1004029|1004029|11200.00000000|11200.00000000|29-01-21|1|15-10-20||||5000000.00000000|90|90 Days||||Mei||03-7726 9898
AR-C132|CSII DEVELOPMENT (MALAYSIA) SDN BHD|MYR|MYR|I|1004788|1004788|112170.24000000|112170.24000000|26-11-20|1|26-11-20||||2000000.00000000|0|CASH||||Mei||03-9174 5568
AR-E009|ECONPILE (M) S/B|MYR|MYR|I|1005626|1005626|112230.40000000|112230.40000000|31-03-21|1|20-01-21||||8000000.00000000|60|60 Days||||Mei||03-9171 9999
AR-C114|CHINA 1ST METALLURGICAL CONSTRUCTION (M) SDN BHD|MYR|MYR|I|  97728|  97728|112288.53000000|112288.53000000|01-03-20|1|19-12-19|*CREDIT HOLD*|||0.00000000|30|30 Days||||Mei||03-80113148
AR-G063|G N P CONSTRUCTION SDN BHD|MYR|MYR|I|  92626|  92626|1123.85000000|1123.85000000|30-04-19|1|13-02-19|*CREDIT HOLD*|||1000000.00000000|60|60 Days||||||09-748 7810
AR-M132|MGB SANY (M) IBS SDN BHD|MYR|MYR|I|1003511|1003511|112338.24000000|112338.24000000|30-11-20|1|24-09-20||||2000000.00000000|60|60 Days||||BILL||06-797 1855
AR-M132|MGB SANY (M) IBS SDN BHD|MYR|MYR|I|1003734|1003734|112338.24000000|112338.24000000|30-12-20|1|05-10-20||||2000000.00000000|60|60 Days||||BILL||06-797 1855
AR-P058|PEMBINAAN BINTANG BARU SDN BHD|MYR|MYR|I|1004907|1004907|11237.99000000|11237.99000000|30-04-21|1|02-12-20||||10000000.00000000|0|CASH||||Mei||03-6275 6555*
AR-N033|NESTCON BUILDERS SDN BHD|MYR|MYR|I|1003525|1003525|112377.17000000|112377.17000000|30-11-20|1|24-09-20||||3000000.00000000|60|60 Days||||Kok Wai||03-8080 7792
AR-B004|BIAXIS (M) SDN BHD|MYR|MYR|I|  88445|  88445|112503.96000000|112503.96000000|30-10-18|1|03-08-18|*CREDIT HOLD*|||1000000.00000000|60|60 Days||||Mei||03-8024 0405
AR-G004|GEOPANCAR S/B|MYR|MYR|I|1005622|1005622|112542.40000000|112542.40000000|31-03-21|1|20-01-21||||10000000.00000000|60|60 Days||||Mei||03-2287 3393
AR-C018|CASTMET SDN BHD|MYR|MYR|I|  78145|  78145|11272.46000000|11272.46000000|30-06-17|1|12-05-17|*CREDIT HOLD*|||5000000.00000000|30|30 Days||||||03-7733 3163
AR-P058|PEMBINAAN BINTANG BARU SDN BHD|MYR|MYR|I|1005183|1005183|11280.22000000|11280.22000000|30-04-21|1|19-12-20||||10000000.00000000|0|CASH||||Mei||03-6275 6555*
AR-P058|PEMBINAAN BINTANG BARU SDN BHD|MYR|MYR|I|1004871|1004871|11291.48000000|11291.48000000|30-04-21|1|01-12-20||||10000000.00000000|0|CASH||||Mei||03-6275 6555*
AR-P058|PEMBINAAN BINTANG BARU SDN BHD|MYR|MYR|I|1004925|1004925|11291.48000000|11291.48000000|30-04-21|1|03-12-20||||10000000.00000000|0|CASH||||Mei||03-6275 6555*
AR-P058|PEMBINAAN BINTANG BARU SDN BHD|MYR|MYR|I|1005031|1005031|11291.48000000|11291.48000000|30-04-21|1|10-12-20||||10000000.00000000|0|CASH||||Mei||03-6275 6555*
AR-P058|PEMBINAAN BINTANG BARU SDN BHD|MYR|MYR|I|1005145|1005145|11291.48000000|11291.48000000|30-04-21|1|17-12-20||||10000000.00000000|0|CASH||||Mei||03-6275 6555*
AR-P058|PEMBINAAN BINTANG BARU SDN BHD|MYR|MYR|I|1005239|1005239|11291.48000000|11291.48000000|30-04-21|1|23-12-20||||10000000.00000000|0|CASH||||Mei||03-6275 6555*
AR-P058|PEMBINAAN BINTANG BARU SDN BHD|MYR|MYR|I|1005326|1005326|11291.48000000|11291.48000000|30-04-21|1|31-12-20||||10000000.00000000|0|CASH||||Mei||03-6275 6555*
AR-S063|S.P. MEGA SDN BHD|MYR|MYR|I|1005043|1005043|11294.00000000|11294.00000000|31-03-21|1|12-12-20||||1500000.00000000|90|90 Days||||Kok Wai||04-356 2336
AR-E009|ECONPILE (M) S/B|MYR|MYR|I|1005427|1005427|113076.30000000|113076.30000000|31-03-21|1|08-01-21||||8000000.00000000|60|60 Days||||Mei||03-9171 9999
AR-G003|GEOHAN S/B|MYR|MYR|I|1003230|1003230|113192.20000000|113192.20000000|30-11-20|1|09-09-20||||5000000.00000000|60|60 Days||||Kok Wai||03-7727 3608
AR-L018|LEBROTHERS CONSTRUCTION S/B|MYR|MYR|I|1003679|1003679|113284.00000000|113284.00000000|30-12-20|1|02-10-20||||8000000.00000000|60|60 Days||||Eeyan||03-8926 6098
AR-A103|ALPHAZEN CONTRACT SDN BHD|MYR|MYR|I|1004453|1004453|113303.00000000|113303.00000000|28-02-21|1|09-11-20||||1500000.00000000|90|90 Days||||Kok Wai||03-8993 9988
AR-P016|PINTARAS GEOTECHNICS SDN BHD|MYR|MYR|I|1005551|1005551|113385.50000000|113385.50000000|29-01-21|1|15-01-21||||1000000.00000000|14|14 Days||||Kok Wai||03-5569 1516
AR-B004|BIAXIS (M) SDN BHD|MYR|MYR|I|  88083|  88083|113385.60000000|113385.60000000|30-09-18|1|18-07-18|*CREDIT HOLD*|||1000000.00000000|60|60 Days||||Mei||03-8024 0405
AR-F001|FNA BUILDERS & SERVICES S/B|MYR|MYR|I|DN19055|DN19055|11353.39000000|11353.39000000|31-08-19|1|31-08-19|*CREDIT HOLD*|||1000000.00000000|60|60 Days||||||03-4142 4243
AR-A077|ACCESS BENEFIT SDN BHD|MYR|MYR|I|1003676|1003676|113608.00000000|113608.00000000|30-12-20|1|01-10-20||||5000000.00000000|60|60 Days||||Kok Wai||03-7497 9011
AR-P058|PEMBINAAN BINTANG BARU SDN BHD|MYR|MYR|I|1004577|1004577|113621.60000000|113621.60000000|17-11-20|1|17-11-20||||10000000.00000000|0|CASH||||Mei||03-6275 6555*
AR-P058|PEMBINAAN BINTANG BARU SDN BHD|MYR|MYR|I|1004342|1004342|113696.00000000|113696.00000000|04-11-20|1|04-11-20||||10000000.00000000|0|CASH||||Mei||03-6275 6555*
AR-P120|PANADUNIA SDN BHD|MYR|MYR|I|1002211|1002211|11371.20000000|11371.20000000|30-09-20|1|17-07-20||||2000000.00000000|60|60 Days||||Ken||03-8961 3111
AR-C132|CSII DEVELOPMENT (MALAYSIA) SDN BHD|MYR|MYR|I|1004672|1004672|113792.00000000|113792.00000000|21-11-20|1|21-11-20||||2000000.00000000|0|CASH||||Mei||03-9174 5568
AR-C132|CSII DEVELOPMENT (MALAYSIA) SDN BHD|MYR|MYR|I|1004729|1004729|113792.00000000|113792.00000000|24-11-20|1|24-11-20||||2000000.00000000|0|CASH||||Mei||03-9174 5568
AR-L018|LEBROTHERS CONSTRUCTION S/B|MYR|MYR|I|1003567|1003567|11387.27000000|11387.27000000|30-11-20|1|25-09-20||||8000000.00000000|60|60 Days||||Eeyan||03-8926 6098
AR-E009|ECONPILE (M) S/B|MYR|MYR|I|1005548|1005548|114224.74000000|114224.74000000|31-03-21|1|15-01-21||||8000000.00000000|60|60 Days||||Mei||03-9171 9999
AR-B036|BRUNSFIELD TRADING SDN BERHAD|MYR|MYR|I|1005440|1005440|11439.60000000|11439.60000000|30-04-21|1|09-01-21||||5000000.00000000|90|90 Days||||Mei||03-7726 9898
AR-G003|GEOHAN S/B|MYR|MYR|I|1003535|1003535|11446.40000000|11446.40000000|30-11-20|1|25-09-20||||5000000.00000000|60|60 Days||||Kok Wai||03-7727 3608
